,ZTF_Name,Version,subject_ids,Ia,Ia-norm,Ia-91T,Ia-91bg,Ia-csm,Ia-02cx,Ia-03fg,Ib,Ib-norm,IIb,Ibn,Ic,Ic-norm,Ic-BL,Ic-SLSN,II,II-norm,IIn,NotSN,AGN,Gal,LBV,M-star,QSO,C-star,TDE,NoMatch,rlap,z
25,ZTF17aaazdba,ZTF17aaazdba_20190501_Keck1_v1.ascii,53623589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,9.77,0.0296
26,ZTF17aaazdba,ZTF17aaazdba_20190502_DCT_v1.ascii,53623590,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0.0577
27,ZTF17aaazdba,ZTF17aaazdba_20190505_Lick_3-m_v1.ascii,53623591,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,8.78,0.029
28,ZTF17aaazdba,ZTF17aaazdba_20190513_Lick_3-m_v1.ascii,53623592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8.54,0.036
29,ZTF17aaazdba,ZTF17aaazdba_20190529_DCT_v1.ascii,53623593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5.55,0.0232
30,ZTF17aaazdba,ZTF17aaazdba_20190925_Keck1_v4.ascii,53623594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12.26,0.0225
31,ZTF17aaazdba,ZTF17aaazdba_20191023_DCT_v1.ascii,53623595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,12.16,0.0225
32,ZTF17aaazdba,ZTF17aaazdba_20191105_DCT_v1.ascii,53623596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,11.12,0.022
33,ZTF17aaazdba,ZTF17aaazdba_20191203_DCT_v2.ascii,53623597,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.21,0.0684
34,ZTF17aabcpcp,ZTF17aabcpcp_20181102_P60_v1.ascii,53623598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,18.27,0.034
35,ZTF17aaburzk,ZTF17aaburzk_20180717_P60_v1.ascii,53623599,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.76,0.0333
36,ZTF17aadcbei,ZTF17aadcbei_20181117_P60_v1.ascii,53623600,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,0.2652
37,ZTF17aadlxmv,ZTF17aadlxmv_20200123_P60_v1.ascii,53623601,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17,0.0576
38,ZTF18aaabltn,ZTF18aaabltn_20181209_P60_v1.ascii,53623602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,18.47,0.0453
39,ZTF18aaabltn,ZTF18aaabltn_20190502_DCT_v1.ascii,53623603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,1,0,0,0,21.11,0.0449
40,ZTF18aaadtdc,ZTF18aaadtdc_20181106_P60_v1.ascii,53623604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,30.5,0.0359
41,ZTF18aaaibml,ZTF18aaaibml_20200212_LT_v1.ascii,53623605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,21.12,0.035
42,ZTF18aaaibml,ZTF18aaaibml_20200212_LT_v2.ascii,53623606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,24.35,0.0352
43,ZTF18aaaibml,ZTF18aaaibml_20200214_P200_v1.ascii,53623607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,33.27,0.0346
44,ZTF18aaaibml,ZTF18aaaibml_20200219_Keck1_v1.ascii,53623608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,33.03,0.0348
45,ZTF18aaakpbx,ZTF18aaakpbx_20180928_P60_v2.ascii,53623609,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,2,0,0,0,1,0,0,0,9.23,0.274
46,ZTF18aaakpsa,ZTF18aaakpsa_20180910_P60_v1.ascii,53623610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,7.94,0.0157
47,ZTF18aaaokus,ZTF18aaaokus_20181110_P60_v1.ascii,53623611,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,5,0,0,0,6.96,0.007
48,ZTF18aaaqexr,ZTF18aaaqexr_20200215_P60_v1.ascii,53623612,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.11,0.7297
49,ZTF18aaaqexr,ZTF18aaaqexr_20200220_P60_v1.ascii,53623613,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.05,0.7629
50,ZTF18aabcvnq,ZTF18aabcvnq_20180604_P60_v1.ascii,53623614,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0.1729
51,ZTF18aabfxpw,ZTF18aabfxpw_20181220_P60_v1.ascii,53623615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5.36,0.7996
52,ZTF18aabicqe,ZTF18aabicqe_20181103_P60_v1.ascii,53623616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,1,0,0,0,35.48,0.0812
53,ZTF18aabilqu,ZTF18aabilqu_20180522_P200_v1.ascii,53623617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,0,16.62,0.022
54,ZTF18aabilqu,ZTF18aabilqu_20180522_P60_v1.ascii,53623618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,10.65,0.0198
55,ZTF18aabssth,ZTF18aabssth_20180309_P60_v1.ascii,53623619,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8.07,0.0374
56,ZTF18aabtahy,ZTF18aabtahy_20180308_P200_v1.ascii,53623620,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,3,0,0,0,0,0,0,6.68,0.1752
57,ZTF18aabtxvd,ZTF18aabtxvd_20180307_P60_v1.ascii,53623621,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,4.19,0.605
58,ZTF18aabtxvd,ZTF18aabtxvd_20180326_P60_v1.ascii,53623622,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99,0.5506
59,ZTF18aabtxvd,ZTF18aabtxvd_20180327_P60_v1.ascii,53623623,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7.16,0.5336
60,ZTF18aabtxvd,ZTF18aabtxvd_20180328_WHT_v1.ascii,53623624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,9.66,0.0651
61,ZTF18aabtxvd,ZTF18aabtxvd_20180404_DCT_v3.ascii,53623625,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4.13,0.3708
62,ZTF18aabtxvd,ZTF18aabtxvd_20180411_DCT_v2.ascii,53623626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12.78,0.0617
63,ZTF18aabtxvd,ZTF18aabtxvd_20180411_P200_v1.ascii,53623627,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7.08,0.5379
64,ZTF18aabtxvd,ZTF18aabtxvd_20180417_Keck1_v1.ascii,53623628,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0,13.03,0.0669
65,ZTF18aabtxvd,ZTF18aabtxvd_20180419_Gemini_N_v1.ascii,53623629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,11.85,0.0675
66,ZTF18aabtxvd,ZTF18aabtxvd_20180505_Gemini_N_v1.ascii,53623630,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,6,0,5.04,0.0638
67,ZTF18aabtxvd,ZTF18aabtxvd_20180506_DCT_v1.ascii,53623631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,7.89,0.0638
68,ZTF18aabtxvd,ZTF18aabtxvd_20180513_DCT_v1.ascii,53623632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,7.97,0.0622
69,ZTF18aabtxvd,ZTF18aabtxvd_20180519_DCT_v2.ascii,53623633,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,0.3705
70,ZTF18aabtxvd,ZTF18aabtxvd_20191023_DCT_v1.ascii,53623634,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6.12,0.1395
71,ZTF18aabuoud,ZTF18aabuoud_20190705_P60_v1.ascii,53623635,0,0,1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.52,0.5165
72,ZTF18aabvmws,ZTF18aabvmws_20181110_P60_v1.ascii,53623636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,0,0,0,0,11.28,0.0282
73,ZTF18aabvpbb,ZTF18aabvpbb_20180919_P60_v1.ascii,53623637,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6.48,0.0507
74,ZTF18aabxlsv,ZTF18aabxlsv_20180510_P60_v1.ascii,53623638,0,1,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8.57,0.0555
75,ZTF18aabxlsv,ZTF18aabxlsv_20180517_P200_v1.ascii,53623639,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9.46,0.0557
76,ZTF18aabxlsv,ZTF18aabxlsv_20181110_Keck1_v1.ascii,53623640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,8.91,0.0497
77,ZTF18aabybkt,ZTF18aabybkt_20180308_P200_v1.ascii,53623641,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,5.56,0.0022
78,ZTF18aabybkt,ZTF18aabybkt_20180309_P60_v1.ascii,53623642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,6.0,0.0083
79,ZTF18aabybkt,ZTF18aabybkt_20180316_P60_v1.ascii,53623643,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73,0.0261
80,ZTF18aabybkt,ZTF18aabybkt_20180321_APO_v1.ascii,53623644,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,0,0,0,0,0,0,0,0,0,16.07,0.0074
81,ZTF18aaccmnh,ZTF18aaccmnh_20180517_P200_v1.ascii,53623645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,16.38,0.0316
82,ZTF18aachojf,ZTF18aachojf_20180523_P60_v1.ascii,53623646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,3,0,0,0,21.05,0.0379
83,ZTF18aacopwm,ZTF18aacopwm_20181204_Keck1_v1.ascii,53623647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,10.26,0.088
84,ZTF18aacsudg,ZTF18aacsudg_20191001_P60_v1.ascii,53623648,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,0,0,0,10.2,0.0242
85,ZTF18aacsudg,ZTF18aacsudg_20191003_P200_v1.ascii,53623649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,14.07,0.0247
86,ZTF18aadbtae,ZTF18aadbtae_20190701_P200_v1.ascii,53623650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,3,0,0,0,7.15,0.0762
87,ZTF18aadkjmo,ZTF18aadkjmo_20181102_P60_v1.ascii,53623651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,6,0,0,0,14.0,0.0233
88,ZTF18aadnqwz,ZTF18aadnqwz_20180831_P60_v1.ascii,53623652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,1,0,0,0,16.3,0.0382
89,ZTF18aadqmyy,ZTF18aadqmyy_20190324_P60_v1.ascii,53623653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,11.16,0.042
90,ZTF18aadzfso,ZTF18aadzfso_20200208_LT_v1.ascii,53623654,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64,0.0677
91,ZTF18aaegvyd,ZTF18aaegvyd_20190625_P60_v1.ascii,53623655,0,1,0,0,0,0,0,0,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5.18,0.0281
92,ZTF18aaekkoj,ZTF18aaekkoj_20180514_Keck1_v1.ascii,53623656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,38.09,0.0454
93,ZTF18aaemivw,ZTF18aaemivw_20181104_P60_v1.ascii,53623657,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.99,0.065
94,ZTF18aaenfaa,ZTF18aaenfaa_20180922_P60_v1.ascii,53623658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,1,0,0,0,27.19,0.0729
95,ZTF18aaenucd,ZTF18aaenucd_20190315_P200_v1.ascii,53623659,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,5.43,0.0747
96,ZTF18aaeoiwu,ZTF18aaeoiwu_20191019_P60_v1.ascii,53623660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8.27,0.6259
97,ZTF18aaermez,ZTF18aaermez_20190212_P200_v1.ascii,53623661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,9.77,0.0226
98,ZTF18aaexyql,ZTF18aaexyql_20191102_P60_v1.ascii,53623662,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,0.4753
99,ZTF18aaexyql,ZTF18aaexyql_20191126_P60_v1.ascii,53623663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,5.53,0.0319
100,ZTF18aaexyql,ZTF18aaexyql_20200101_P200_v1.ascii,53623664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,0,0,0,0,24.65,0.0294
101,ZTF18aaexyql,ZTF18aaexyql_20200124_Keck1_v1.ascii,53623665,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,16.93,0.0299
102,ZTF18aaeynan,ZTF18aaeynan_20180916_P60_v1.ascii,53623666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,15.93,0.0493
103,ZTF18aafcpdd,ZTF18aafcpdd_20181222_P60_v1.ascii,53623667,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,7.96,0.7859
104,ZTF18aaflcyp,ZTF18aaflcyp_20181229_P60_v1.ascii,53623668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,14.08,0.028
105,ZTF18aagpxsx,ZTF18aagpxsx_20181227_P60_v1.ascii,53623669,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,0.2728
106,ZTF18aagpzjk,ZTF18aagpzjk_20180320_P60_v1.ascii,53623670,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,0.4463
107,ZTF18aagpzjk,ZTF18aagpzjk_20180410_P200_v1.ascii,53623671,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,15.86,0.0114
108,ZTF18aagrdcs,ZTF18aagrdcs_20180327_P60_v1.ascii,53623672,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.72,0.0081
109,ZTF18aagrdcs,ZTF18aagrdcs_20180419_P200_v1.ascii,53623673,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.05,0.0207
110,ZTF18aagrdcs,ZTF18aagrdcs_20180419_TNG_v1.ascii,53623674,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.36,0.016
111,ZTF18aagrkwn,ZTF18aagrkwn_20180601_P60_v1.ascii,53623675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,0,0,0,2,0,0,0,10.14,0.1426
112,ZTF18aagrtxs,ZTF18aagrtxs_20180328_P60_v1.ascii,53623676,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.75,0.0176
113,ZTF18aagstdc,ZTF18aagstdc_20180402_P60_v1.ascii,53623677,0,3,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.88,0.0366
114,ZTF18aagtcxj,ZTF18aagtcxj_20180410_P200_v1.ascii,53623678,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.18,0.0333
115,ZTF18aagteoy,ZTF18aagteoy_20180403_P60_v1.ascii,53623679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7.57,0.0438
116,ZTF18aagteoy,ZTF18aagteoy_20180404_DCT_v3.ascii,53623680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,10.77,0.049
117,ZTF18aagtevs,ZTF18aagtevs_20180404_DCT_v2.ascii,53623681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,15.58,0.0348
118,ZTF18aahatvc,ZTF18aahatvc_20200507_P60_v1.ascii,53623682,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6.55,0.0985
119,ZTF18aahatvc,ZTF18aahatvc_20200518_P60_v1.ascii,53623683,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.51,0.0742
120,ZTF18aahatvc,ZTF18aahatvc_20200522_P60_v1.ascii,53623684,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.42,0.1013
121,ZTF18aahatvc,ZTF18aahatvc_20200527_P200_v1.ascii,53623685,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7.19,0.0786
122,ZTF18aahatvc,ZTF18aahatvc_20200527_P200_v4.ascii,53623686,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7.19,0.0786
123,ZTF18aahatvc,ZTF18aahatvc_20200527_P200_v5.ascii,53623687,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,7.19,0.0786
124,ZTF18aahesrp,ZTF18aahesrp_20180410_P60_v1.ascii,53623688,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0.0754
125,ZTF18aahfeiy,ZTF18aahfeiy_20180513_LT_v1.ascii,53623689,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,0.0792
126,ZTF18aahfeiy,ZTF18aahfeiy_20180514_P60_v1.ascii,53623690,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0.6986
127,ZTF18aahfeiy,ZTF18aahfeiy_20180517_P200_v1.ascii,53623691,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.3,0.0696
